project,unit,type,owner,parent,countries,status,start_year,capacity,production,capacity_production_unit,geom,lat,lng,route,url,status_legend
Huadian Qingdao Gas Thermal power station,1,gas_power_plant,Huadian Qingdao Power Generation Co Ltd; Huadian Qingdao Power Generation Co Ltd,Huadian Power International Co Ltd [55.0%]; Qingdao Guoxin Development (Group) Co Ltd [45.0%],China,operating,2023,460,,MW,point,36.112,120.33,,https://www.gem.wiki/Huadian_Qingdao_Gas_Thermal_power_station,operating
Huadian Qingdao Gas Thermal power station,2,gas_power_plant,Huadian Qingdao Power Generation Co Ltd; Huadian Qingdao Power Generation Co Ltd,Huadian Power International Co Ltd [55.0%]; Qingdao Guoxin Development (Group) Co Ltd [45.0%],China,construction,2024,460,,MW,point,36.112,120.33,,https://www.gem.wiki/Huadian_Qingdao_Gas_Thermal_power_station,construction_plus
Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,1,gas_power_plant,Huadian International Power Co Ltd Qingyuan Branch,Huadian Power International Co Ltd,China,operating,2021,460,,MW,point,24.324,113.4,,https://www.gem.wiki/Huadian_Qingyuan_Economic_Cooperation_Zone_Gas-fired_Thermal_power_station,operating
Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,2,gas_power_plant,Huadian International Power Co Ltd Qingyuan Branch,Huadian Power International Co Ltd,China,operating,2021,460,,MW,point,24.324,113.4,,https://www.gem.wiki/Huadian_Qingyuan_Economic_Cooperation_Zone_Gas-fired_Thermal_power_station,operating
Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,1,gas_power_plant,Huadian Fuxin Qingyuan Energy Co Ltd,China Huadian Group Corp,China,operating,2023,75,,MW,point,24.22,113.67,,https://www.gem.wiki/Huadian_Qingyuan_Huaqiao_Industrial_Park_Distributed_Gas_power_station,operating
Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,2,gas_power_plant,Huadian Fuxin Qingyuan Energy Co Ltd,China Huadian Group Corp,China,operating,2023,75,,MW,point,24.22,113.67,,https://www.gem.wiki/Huadian_Qingyuan_Huaqiao_Industrial_Park_Distributed_Gas_power_station,operating
Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,3,gas_power_plant,Huadian Fuxin Qingyuan Energy Co Ltd,China Huadian Group Corp,China,operating,2023,50,,MW,point,24.22,113.67,,https://www.gem.wiki/Huadian_Qingyuan_Huaqiao_Industrial_Park_Distributed_Gas_power_station,operating
Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,4,gas_power_plant,Huadian Fuxin Qingyuan Energy Co Ltd,China Huadian Group Corp,China,operating,2023,50,,MW,point,24.22,113.67,,https://www.gem.wiki/Huadian_Qingyuan_Huaqiao_Industrial_Park_Distributed_Gas_power_station,operating
Huadian Qishuyan Gas power station,1,gas_power_plant,Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd,China Huadian Group Corp [33.2%]; Changzhou Investment Group Co Ltd [27.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [8.7%]; PetroChina Co Ltd [8.3%]; Jiangsu Wujin Economic Development Group Co Ltd [6.5%],China,operating,2005,390,,MW,point,31.736,120.04,,https://www.gem.wiki/Huadian_Qishuyan_Gas_power_station,operating
Huadian Qishuyan Gas power station,2,gas_power_plant,Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd,China Huadian Group Corp [33.2%]; Changzhou Investment Group Co Ltd [27.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [8.7%]; PetroChina Co Ltd [8.3%]; Jiangsu Wujin Economic Development Group Co Ltd [6.5%],China,operating,2005,390,,MW,point,31.736,120.04,,https://www.gem.wiki/Huadian_Qishuyan_Gas_power_station,operating
Huadian Qishuyan Gas power station,3,gas_power_plant,Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd,China Huadian Group Corp [33.2%]; Changzhou Investment Group Co Ltd [27.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [8.7%]; PetroChina Co Ltd [8.3%]; Jiangsu Wujin Economic Development Group Co Ltd [6.5%],China,operating,2011,220,,MW,point,31.736,120.04,,https://www.gem.wiki/Huadian_Qishuyan_Gas_power_station,operating
Huadian Qishuyan Gas power station,4,gas_power_plant,Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd,China Huadian Group Corp [33.2%]; Changzhou Investment Group Co Ltd [27.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [8.7%]; PetroChina Co Ltd [8.3%]; Jiangsu Wujin Economic Development Group Co Ltd [6.5%],China,operating,2011,220,,MW,point,31.736,120.04,,https://www.gem.wiki/Huadian_Qishuyan_Gas_power_station,operating
Huadian Qishuyan Gas power station,5,gas_power_plant,Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd,China Huadian Group Corp [33.2%]; Changzhou Investment Group Co Ltd [27.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [8.7%]; PetroChina Co Ltd [8.3%]; Jiangsu Wujin Economic Development Group Co Ltd [6.5%],China,operating,2015,475,,MW,point,31.736,120.04,,https://www.gem.wiki/Huadian_Qishuyan_Gas_power_station,operating
Huadian Qishuyan Gas power station,6,gas_power_plant,Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd; Jiangsu Huadian Qishuyan Power Generation Co Ltd,China Huadian Group Corp [33.2%]; Changzhou Investment Group Co Ltd [27.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [8.7%]; PetroChina Co Ltd [8.3%]; Jiangsu Wujin Economic Development Group Co Ltd [6.5%],China,operating,2015,475,,MW,point,31.736,120.04,,https://www.gem.wiki/Huadian_Qishuyan_Gas_power_station,operating
Huadian Sanshui Distributed Gas power station,1,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,operating,2018,59,,MW,point,23.259,112.99,,https://www.gem.wiki/Huadian_Sanshui_Distributed_Gas_power_station,operating
Huadian Sanshui Distributed Gas power station,2,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,operating,2018,59,,MW,point,23.259,112.99,,https://www.gem.wiki/Huadian_Sanshui_Distributed_Gas_power_station,operating
Huadian Shanghai Fengxian Gas power station,1-1,gas_power_plant,Shanghai Fengxian Gas Turbine Power Generation Co Ltd; Shanghai Fengxian Gas Turbine Power Generation Co Ltd,China Huadian Group Corp [80.0%]; Shanghai Zhezhong Group Co Ltd [20.0%],China,operating,2004,180,,MW,point,30.976,121.5,,https://www.gem.wiki/Huadian_Shanghai_Fengxian_Gas_power_station,operating
Huadian Shanghai Fengxian Gas power station,1-2,gas_power_plant,Shanghai Fengxian Gas Turbine Power Generation Co Ltd; Shanghai Fengxian Gas Turbine Power Generation Co Ltd,China Huadian Group Corp [80.0%]; Shanghai Zhezhong Group Co Ltd [20.0%],China,operating,2004,180,,MW,point,30.976,121.5,,https://www.gem.wiki/Huadian_Shanghai_Fengxian_Gas_power_station,operating
Huadian Shanghai Fengxian Gas power station,1-3,gas_power_plant,Shanghai Fengxian Gas Turbine Power Generation Co Ltd; Shanghai Fengxian Gas Turbine Power Generation Co Ltd,China Huadian Group Corp [80.0%]; Shanghai Zhezhong Group Co Ltd [20.0%],China,operating,2004,180,,MW,point,30.976,121.5,,https://www.gem.wiki/Huadian_Shanghai_Fengxian_Gas_power_station,operating
Huadian Shanghai Fengxian Gas power station,1-4,gas_power_plant,Shanghai Fengxian Gas Turbine Power Generation Co Ltd; Shanghai Fengxian Gas Turbine Power Generation Co Ltd,China Huadian Group Corp [80.0%]; Shanghai Zhezhong Group Co Ltd [20.0%],China,operating,2004,180,,MW,point,30.976,121.5,,https://www.gem.wiki/Huadian_Shanghai_Fengxian_Gas_power_station,operating
Huadian Shanghai Fengxian Gas power station,2-1,gas_power_plant,Shanghai Fengxian Gas Turbine Power Generation Co Ltd; Shanghai Fengxian Gas Turbine Power Generation Co Ltd,China Huadian Group Corp [80.0%]; Shanghai Zhezhong Group Co Ltd [20.0%],China,operating,2015,430,,MW,point,30.976,121.5,,https://www.gem.wiki/Huadian_Shanghai_Fengxian_Gas_power_station,operating
Huadian Shanghai Fengxian Gas power station,2-2,gas_power_plant,Shanghai Fengxian Gas Turbine Power Generation Co Ltd; Shanghai Fengxian Gas Turbine Power Generation Co Ltd,China Huadian Group Corp [80.0%]; Shanghai Zhezhong Group Co Ltd [20.0%],China,operating,2015,430,,MW,point,30.976,121.5,,https://www.gem.wiki/Huadian_Shanghai_Fengxian_Gas_power_station,operating
Huadian Shijiazhuang Thermal power station,1,gas_power_plant,Hebei Huadian Shijiazhuang Thermal Power Co Ltd; Hebei Huadian Shijiazhuang Thermal Power Co Ltd,Huadian Power International Co Ltd [82.0%]; Hebei Xinjie Real Estate Development Co Ltd [18.0%],China,operating,2020,453,,MW,point,38.062,114.52,,https://www.gem.wiki/Huadian_Shijiazhuang_Thermal_power_station,operating
Huadian Shijiazhuang Thermal power station,2,gas_power_plant,Hebei Huadian Shijiazhuang Thermal Power Co Ltd; Hebei Huadian Shijiazhuang Thermal Power Co Ltd,Huadian Power International Co Ltd [82.0%]; Hebei Xinjie Real Estate Development Co Ltd [18.0%],China,operating,2019,453,,MW,point,38.062,114.52,,https://www.gem.wiki/Huadian_Shijiazhuang_Thermal_power_station,operating
Huadian Shunde Longjiang Distributed Gas power station,1-1,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,pre-construction,2024,76,,MW,point,22.87,113.01,,https://www.gem.wiki/Huadian_Shunde_Longjiang_Distributed_Gas_power_station,pre-construction
Huadian Shunde Longjiang Distributed Gas power station,1-2,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,pre-construction,2024,76,,MW,point,22.87,113.01,,https://www.gem.wiki/Huadian_Shunde_Longjiang_Distributed_Gas_power_station,pre-construction
Huadian Shunde Longjiang Distributed Gas power station,2-1,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,pre-construction,,500,,MW,point,22.87,113.01,,https://www.gem.wiki/Huadian_Shunde_Longjiang_Distributed_Gas_power_station,pre-construction
Huadian Tianjin Beichen Distributed Gas power station,1,gas_power_plant,Tianjin Huadian Beichen Distributed Energy Co Ltd; Tianjin Huadian Beichen Distributed Energy Co Ltd; Tianjin Huadian Beichen Distributed Energy Co Ltd,China Huadian Group Corp [80.2%]; Tianjin Chenrong Investment Holding Co Ltd [14.3%]; Hebei Yuanchen Industrial Group Co Ltd [5.6%],China,operating,2018,60,,MW,point,39.301,117.19,,https://www.gem.wiki/Huadian_Tianjin_Beichen_Distributed_Gas_power_station,operating
Huadian Tianjin Beichen Distributed Gas power station,2,gas_power_plant,Tianjin Huadian Beichen Distributed Energy Co Ltd; Tianjin Huadian Beichen Distributed Energy Co Ltd; Tianjin Huadian Beichen Distributed Energy Co Ltd,China Huadian Group Corp [80.2%]; Tianjin Chenrong Investment Holding Co Ltd [14.3%]; Hebei Yuanchen Industrial Group Co Ltd [5.6%],China,operating,2018,60,,MW,point,39.301,117.19,,https://www.gem.wiki/Huadian_Tianjin_Beichen_Distributed_Gas_power_station,operating
Huadian Tianjin Fuyuan Thermal power station,1-1,gas_power_plant,Tianjin Huadian Fuyuan Thermal Power Co Ltd,Huadian Power International Co Ltd,China,operating,2014,200,,MW,point,39.435,116.98,,https://www.gem.wiki/Huadian_Tianjin_Fuyuan_Thermal_power_station,operating
Huadian Tianjin Fuyuan Thermal power station,1-2,gas_power_plant,Tianjin Huadian Fuyuan Thermal Power Co Ltd,Huadian Power International Co Ltd,China,operating,2014,200,,MW,point,39.435,116.98,,https://www.gem.wiki/Huadian_Tianjin_Fuyuan_Thermal_power_station,operating
Huadian Tianjin Fuyuan Thermal power station,2-1,gas_power_plant,Tianjin Huadian Fuyuan Thermal Power Co Ltd,Huadian Power International Co Ltd,China,cancelled,,600,,MW,point,39.435,116.98,,https://www.gem.wiki/Huadian_Tianjin_Fuyuan_Thermal_power_station,cancelled
Huadian Tianjin Nanjiang Thermal power station,1,gas_power_plant,Tianjin Huadian Nanjiang Thermal Power Co Ltd; Tianjin Huadian Nanjiang Thermal Power Co Ltd; Tianjin Huadian Nanjiang Thermal Power Co Ltd; Tianjin Huadian Nanjiang Thermal Power Co Ltd,Huadian Power International Co Ltd [65.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [20.0%]; Tianjin TEDA Urban Development Group Co Ltd [14.1%]; Tianjin Zhonglian Real Estate Co Ltd [0.9%],China,operating,2019,930,,MW,point,38.959,117.58,,https://www.gem.wiki/Huadian_Tianjin_Nanjiang_Thermal_power_station,operating
Huadian Wuchang Gas Thermal power station,1,gas_power_plant,Hubei Huadian Wuchang Thermal Power Co Ltd; Hubei Huadian Wuchang Thermal Power Co Ltd,Huadian Power International Co Ltd [82.6%],China,operating,2010,185,,MW,point,30.58,114.31,,https://www.gem.wiki/Huadian_Wuchang_Gas_Thermal_power_station,operating
Huadian Wuchang Gas Thermal power station,2,gas_power_plant,Hubei Huadian Wuchang Thermal Power Co Ltd; Hubei Huadian Wuchang Thermal Power Co Ltd,Huadian Power International Co Ltd [82.6%],China,operating,2015,185,,MW,point,30.58,114.31,,https://www.gem.wiki/Huadian_Wuchang_Gas_Thermal_power_station,operating
Huadian Wujiang Gas power station,1,gas_power_plant,Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd,China Huadian Group Corp [48.0%]; Jiangsu Electric Power Development Co Ltd [31.2%]; PetroChina Co Ltd [12.0%],China,operating,2013,180,,MW,point,30.974,120.63,,https://www.gem.wiki/Huadian_Wujiang_Gas_power_station,operating
Huadian Wujiang Gas power station,2,gas_power_plant,Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd; Jiangsu Huadian Wujiang Thermal Power Co Ltd,China Huadian Group Corp [48.0%]; Jiangsu Electric Power Development Co Ltd [31.2%]; PetroChina Co Ltd [12.0%],China,operating,2013,180,,MW,point,30.974,120.63,,https://www.gem.wiki/Huadian_Wujiang_Gas_power_station,operating
Huadian Xianghe Gas Energy Station,1-1,gas_power_plant,Huadian International Power Co Ltd Tianjin Branch,Huadian Power International Co Ltd,China,pre-construction,,200,,MW,point,39.851,116.98,,https://www.gem.wiki/Huadian_Xianghe_Gas_Energy_Station,pre-construction
Huadian Xianghe Gas Energy Station,1-2,gas_power_plant,Huadian International Power Co Ltd Tianjin Branch,Huadian Power International Co Ltd,China,pre-construction,,200,,MW,point,39.851,116.98,,https://www.gem.wiki/Huadian_Xianghe_Gas_Energy_Station,pre-construction
Huadian Xianghe Gas Energy Station,2-1,gas_power_plant,Huadian International Power Co Ltd Tianjin Branch,Huadian Power International Co Ltd,China,announced,,200,,MW,point,39.851,116.98,,https://www.gem.wiki/Huadian_Xianghe_Gas_Energy_Station,proposed_plus
Huadian Xianghe Gas Energy Station,2-2,gas_power_plant,Huadian International Power Co Ltd Tianjin Branch,Huadian Power International Co Ltd,China,announced,,200,,MW,point,39.851,116.98,,https://www.gem.wiki/Huadian_Xianghe_Gas_Energy_Station,proposed_plus
Huadian Xiangyang Fancheng Gas Thermal power station,1,gas_power_plant,Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd; Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd; Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd; Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd,Huadian Power International Co Ltd [42.1%]; Hanjiang State Owned Capital Investment Group Co Ltd [34.7%]; China Resources Gas (Hong Kong) Investment Co Ltd [14.3%],China,operating,2021,122.8,,MW,point,32.076,112.09,,https://www.gem.wiki/Huadian_Xiangyang_Fancheng_Gas_Thermal_power_station,operating
Huadian Xiangyang Fancheng Gas Thermal power station,2,gas_power_plant,Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd; Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd; Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd; Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd,Huadian Power International Co Ltd [42.1%]; Hanjiang State Owned Capital Investment Group Co Ltd [34.7%]; China Resources Gas (Hong Kong) Investment Co Ltd [14.3%],China,operating,2021,122.8,,MW,point,32.076,112.09,,https://www.gem.wiki/Huadian_Xiangyang_Fancheng_Gas_Thermal_power_station,operating
Huadian Yangzhou Gas power station,1,gas_power_plant,Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd,China Huadian Group Corp [44.2%]; Yangzhou Urban and Rural Construction State-owned Assets Holding (Group) Co Ltd [23.2%]; Taizhou Urban Construction Investment Group Co Ltd [16.3%]; PetroChina Co Ltd [11.1%],China,operating,2017,475,,MW,point,32.43,119.48,,https://www.gem.wiki/Huadian_Yangzhou_Gas_power_station,operating
Huadian Yangzhou Gas power station,2,gas_power_plant,Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd; Yangzhou Power Generation Co Ltd,China Huadian Group Corp [44.2%]; Yangzhou Urban and Rural Construction State-owned Assets Holding (Group) Co Ltd [23.2%]; Taizhou Urban Construction Investment Group Co Ltd [16.3%]; PetroChina Co Ltd [11.1%],China,operating,2017,475,,MW,point,32.43,119.48,,https://www.gem.wiki/Huadian_Yangzhou_Gas_power_station,operating
Huadian Yizheng Thermal power station,1-1,gas_power_plant,Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd,Jiangsu Electric Power Development Co Ltd [37.5%]; Kunlun Energy Co Ltd [20.0%]; Yizheng Yangzi Cultural Tourism Holding Group Co Ltd [17.3%]; Yangzhou New Materials State Owned Assets Holding Group Co Ltd [14.2%],China,operating,2012,200,,MW,point,32.287,119.05,,https://www.gem.wiki/Huadian_Yizheng_Thermal_power_station,operating
Huadian Yizheng Thermal power station,1-2,gas_power_plant,Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd,Jiangsu Electric Power Development Co Ltd [37.5%]; Kunlun Energy Co Ltd [20.0%]; Yizheng Yangzi Cultural Tourism Holding Group Co Ltd [17.3%]; Yangzhou New Materials State Owned Assets Holding Group Co Ltd [14.2%],China,operating,2012,200,,MW,point,32.287,119.05,,https://www.gem.wiki/Huadian_Yizheng_Thermal_power_station,operating
Huadian Yizheng Thermal power station,1-3,gas_power_plant,Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd,Jiangsu Electric Power Development Co Ltd [37.5%]; Kunlun Energy Co Ltd [20.0%]; Yizheng Yangzi Cultural Tourism Holding Group Co Ltd [17.3%]; Yangzhou New Materials State Owned Assets Holding Group Co Ltd [14.2%],China,operating,2012,200,,MW,point,32.287,119.05,,https://www.gem.wiki/Huadian_Yizheng_Thermal_power_station,operating
Huadian Yizheng Thermal power station,2-1,gas_power_plant,Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd,Jiangsu Electric Power Development Co Ltd [37.5%]; Kunlun Energy Co Ltd [20.0%]; Yizheng Yangzi Cultural Tourism Holding Group Co Ltd [17.3%]; Yangzhou New Materials State Owned Assets Holding Group Co Ltd [14.2%],China,cancelled,,200,,MW,point,32.287,119.05,,https://www.gem.wiki/Huadian_Yizheng_Thermal_power_station,cancelled
Huadian Yizheng Thermal power station,2-2,gas_power_plant,Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd,Jiangsu Electric Power Development Co Ltd [37.5%]; Kunlun Energy Co Ltd [20.0%]; Yizheng Yangzi Cultural Tourism Holding Group Co Ltd [17.3%]; Yangzhou New Materials State Owned Assets Holding Group Co Ltd [14.2%],China,cancelled,,200,,MW,point,32.287,119.05,,https://www.gem.wiki/Huadian_Yizheng_Thermal_power_station,cancelled
Huadian Yizheng Thermal power station,2-3,gas_power_plant,Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd; Jiangsu Huadian Yizheng Thermal Power Co Ltd,Jiangsu Electric Power Development Co Ltd [37.5%]; Kunlun Energy Co Ltd [20.0%]; Yizheng Yangzi Cultural Tourism Holding Group Co Ltd [17.3%]; Yangzhou New Materials State Owned Assets Holding Group Co Ltd [14.2%],China,cancelled,,200,,MW,point,32.287,119.05,,https://www.gem.wiki/Huadian_Yizheng_Thermal_power_station,cancelled
Huadian Yuhua Thermal power station,1,gas_power_plant,Hebei Huadian Shijiazhuang Yuhua Thermoelectric Co Ltd,Huadian Power International Co Ltd,China,shelved,,400,,MW,point,37.952,114.52,,https://www.gem.wiki/Huadian_Yuhua_Thermal_power_station,shelved
Huadian Yuhua Thermal power station,2,gas_power_plant,Hebei Huadian Shijiazhuang Yuhua Thermoelectric Co Ltd,Huadian Power International Co Ltd,China,shelved,,400,,MW,point,37.952,114.52,,https://www.gem.wiki/Huadian_Yuhua_Thermal_power_station,shelved
Huadian Zengcheng Gas Thermal power station,1,gas_power_plant,Huadian Fuxin Guangzhou Energy Co Ltd; Huadian Fuxin Guangzhou Energy Co Ltd; Huadian Fuxin Guangzhou Energy Co Ltd; Huadian Fuxin Guangzhou Energy Co Ltd,China Huadian Group Corp [55.0%]; Kunlun Energy Co Ltd [20.0%]; China Energy Engineering Corp Ltd [15.0%]; Guangzhou Zengcheng Industrial Investment Group Co Ltd [10.0%],China,operating,2020,670,,MW,point,23.172,113.68,,https://www.gem.wiki/Huadian_Zengcheng_Gas_Thermal_power_station,operating
Huadian Zengcheng Gas Thermal power station,2,gas_power_plant,Huadian Fuxin Guangzhou Energy Co Ltd; Huadian Fuxin Guangzhou Energy Co Ltd; Huadian Fuxin Guangzhou Energy Co Ltd; Huadian Fuxin Guangzhou Energy Co Ltd,China Huadian Group Corp [55.0%]; Kunlun Energy Co Ltd [20.0%]; China Energy Engineering Corp Ltd [15.0%]; Guangzhou Zengcheng Industrial Investment Group Co Ltd [10.0%],China,operating,2020,670,,MW,point,23.172,113.68,,https://www.gem.wiki/Huadian_Zengcheng_Gas_Thermal_power_station,operating
Huadian Zhangqiu Gas Thermal power station,1,gas_power_plant,Huadian Jinan Zhangqiu Thermal Power Co Ltd; Huadian Jinan Zhangqiu Thermal Power Co Ltd,Huadian Power International Co Ltd [70.0%]; Jinan Energy Group Co Ltd [30.0%],China,construction,2023,400,,MW,point,36.728,117.4,,https://www.gem.wiki/Huadian_Zhangqiu_Gas_Thermal_power_station,construction_plus
Huadian Zhangqiu Gas Thermal power station,2,gas_power_plant,Huadian Jinan Zhangqiu Thermal Power Co Ltd; Huadian Jinan Zhangqiu Thermal Power Co Ltd,Huadian Power International Co Ltd [70.0%]; Jinan Energy Group Co Ltd [30.0%],China,construction,2024,400,,MW,point,36.728,117.4,,https://www.gem.wiki/Huadian_Zhangqiu_Gas_Thermal_power_station,construction_plus
Huadian Zhuhai Doumen power station,1,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,pre-construction,,115,,MW,point,22.256,113.34,,https://www.gem.wiki/Huadian_Zhuhai_Doumen_power_station,pre-construction
Huadian Zhuhai Doumen power station,2,gas_power_plant,Huadian International Power Co Ltd Guangdong Branch,Huadian Power International Co Ltd,China,pre-construction,,115,,MW,point,22.256,113.34,,https://www.gem.wiki/Huadian_Zhuhai_Doumen_power_station,pre-construction
Huadian Zibo Gas power station,1,gas_power_plant,Huadian Zibo Thermoelectricity Co Ltd,Huadian Power International Co Ltd,China,pre-construction,,850,,MW,point,36.813,118.06,,https://www.gem.wiki/Huadian_Zibo_Gas_power_station,pre-construction
Huadian Zibo Gas power station,2,gas_power_plant,Huadian Zibo Thermoelectricity Co Ltd,Huadian Power International Co Ltd,China,pre-construction,,850,,MW,point,36.813,118.06,,https://www.gem.wiki/Huadian_Zibo_Gas_power_station,pre-construction
